,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movieId,tmdbId,link,ml_title,ml_genres,ID,Tytuł polski,Tytuł oryginalny,Rok produkcji,Ulubione,Ocena,Kraj produkcji,Gatunek,Data,OcenaImdb,genre_eng,similarity,diff,averageRating_int
tt0057197,movie,Jason and the Argonauts,Jason and the Argonauts,0,1963,\N,104,"Action,Adventure,Family",7.3,21878,7757,11533,https://www.imdb.com/title/tt0057197/,Jason and the Argonauts (1963),Action|Adventure|Fantasy,33313,Jazon i Argonauci,Jason and the Argonauts,1963,0,5,"USA, Wielka Brytania","Fantasy, Przygodowy",2019-9-4,2.5,"fantasy, przygodowy",0,-2.3,7
tt0062622,movie,2001: A Space Odyssey,2001: A Space Odyssey,0,1968,\N,149,"Adventure,Sci-Fi",8.3,561230,924,62,https://www.imdb.com/title/tt0062622/,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,1458,2001: Odyseja kosmiczna,2001: A Space Odyssey,1968,0,10,"USA, Wielka Brytania",Sci-Fi,2010-6-1,5.0,sci-fi,0,1.6999999999999993,8
tt0063522,movie,Rosemary's Baby,Rosemary's Baby,0,1968,\N,137,"Drama,Horror",8.0,177496,2160,805,https://www.imdb.com/title/tt0063522/,Rosemary's Baby (1968),Drama|Horror|Thriller,1104,Dziecko Rosemary,Rosemary's Baby,1968,1,9,USA,"Horror, Psychologiczny",2010-6-1,4.5,"horror, psychologiczny",0,1.0,8
tt0064118,movie,The Damned,La caduta degli dei (Götterdämmerung),0,1969,\N,156,"Drama,War",7.6,6901,7336,41876,https://www.imdb.com/title/tt0064118/,"Damned, The (La Caduta degli dei) (1969)",Drama|War,1456,Zmierzch bogów,La caduta degli dei (Götterdämmerung),1969,1,8,"Włochy, RFN","Dramat, Wojenny",2011-7-5,4.0,"drama, war",0,0.40000000000000036,8
tt0066808,movie,Bananas,Bananas,0,1971,\N,82,Comedy,7.0,32355,1078,11302,https://www.imdb.com/title/tt0066808/,Bananas (1971),Comedy|War,4041,Bananowy czubek,Bananas,1971,0,8,USA,Komedia,2010-6-1,4.0,comedy,0,1.0,7
tt0066921,movie,A Clockwork Orange,A Clockwork Orange,0,1971,\N,136,"Crime,Drama,Sci-Fi",8.3,710895,1206,185,https://www.imdb.com/title/tt0066921/,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,1275,Mechaniczna pomarańcza,A Clockwork Orange,1971,1,9,"USA, Wielka Brytania","Dramat, Sci-Fi",2010-6-1,4.5,"drama, sci-fi",0,0.6999999999999993,8
tt0067093,movie,Fiddler on the Roof,Fiddler on the Roof,0,1971,\N,181,"Drama,Family,Musical",8.0,36246,4857,14811,https://www.imdb.com/title/tt0067093/,Fiddler on the Roof (1971),Drama|Musical,1301,Skrzypek na dachu,Fiddler on the Roof,1971,0,8,USA,"Dramat, Musical",2010-6-9,4.0,"drama, musical",0,0.0,8
tt0068327,movie,Cabaret,Cabaret,0,1972,\N,124,"Drama,Musical",7.8,45116,3545,10784,https://www.imdb.com/title/tt0068327/,Cabaret (1972),Drama|Musical,1313,Kabaret,Cabaret,1972,0,6,USA,"Dramat, Musical",2013-11-10,3.0,"drama, musical",0,-1.7999999999999998,8
tt0068361,movie,The Discreet Charm of the Bourgeoisie,Le charme discret de la bourgeoisie,0,1972,\N,102,Comedy,7.9,34777,6666,4593,https://www.imdb.com/title/tt0068361/,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,5276,Dyskretny urok burżuazji,Le charme discret de la bourgeoisie,1972,0,8,Francja,"Dramat, Komedia",2015-12-17,4.0,"drama, comedy",0,0.09999999999999964,8
tt0069097,movie,"Play It Again, Sam","Play It Again, Sam",0,1972,\N,85,"Comedy,Romance",7.6,23432,7084,11610,https://www.imdb.com/title/tt0069097/,"Play It Again, Sam (1972)",Comedy|Romance,11917,"Zagraj to jeszcze raz, Sam","Play It Again, Sam",1972,0,8,USA,Komedia,2018-10-9,4.0,comedy,0,0.40000000000000036,8
tt0070917,movie,The Wicker Man,The Wicker Man,0,1973,\N,88,"Horror,Mystery,Thriller",7.5,62402,4754,16307,https://www.imdb.com/title/tt0070917/,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,35912,Kult,The Wicker Man,1973,0,8,Wielka Brytania,"Horror, Psychologiczny",2016-8-30,4.0,"horror, psychologiczny",0,0.5,8
tt0071853,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy",8.2,474111,1136,762,https://www.imdb.com/title/tt0071853/,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,1096,Monty Python i Święty Graal,Monty Python and the Holy Grail,1975,1,10,Wielka Brytania,"Komedia, Kostiumowy, Przygodowy",2010-6-1,5.0,"comedy, costume, przygodowy",0,1.8000000000000007,8
tt0072431,movie,Young Frankenstein,Young Frankenstein,0,1974,\N,106,Comedy,8.0,136067,1278,3034,https://www.imdb.com/title/tt0072431/,Young Frankenstein (1974),Comedy|Fantasy,7960,Młody Frankenstein,Young Frankenstein,1974,0,9,USA,"Horror, Komedia, Sci-Fi",2015-10-15,4.5,"horror, comedy, sci-fi",0,1.0,8
tt0073486,movie,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,0,1975,\N,133,Drama,8.7,856923,1193,510,https://www.imdb.com/title/tt0073486/,One Flew Over the Cuckoo's Nest (1975),Drama,1019,Lot nad kukułczym gniazdem,One Flew Over the Cuckoo's Nest,1975,1,9,USA,"Dramat, Psychologiczny",2010-6-1,4.5,"drama, psychologiczny",0,0.3000000000000007,9
tt0074811,movie,The Tenant,Le locataire,0,1976,\N,126,"Drama,Thriller",7.7,35712,6530,11482,https://www.imdb.com/title/tt0074811/,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller,7194,Lokator,Le locataire,1976,0,8,Francja,"Thriller, Psychologiczny",2015-3-23,4.0,"thriller, psychologiczny",0,0.2999999999999998,8
tt0074937,movie,Murder by Death,Murder by Death,0,1976,\N,95,"Comedy,Crime,Mystery",7.4,31139,5021,6037,https://www.imdb.com/title/tt0074937/,Murder by Death (1976),Comedy|Crime|Mystery|Thriller,32482,Zabity na śmierć,Murder by Death,1976,0,6,USA,"Thriller, Komedia kryminalna",2017-9-28,3.0,"thriller, komedia kryminalna",0,-1.4000000000000004,7
tt0075005,movie,The Omen,The Omen,0,1976,\N,111,Horror,7.5,101039,1350,794,https://www.imdb.com/title/tt0075005/,"Omen, The (1976)",Horror|Mystery|Thriller,8335,Omen,The Omen,1976,0,8,"USA, Wielka Brytania",Horror,2011-6-12,4.0,horror,0,0.5,8
tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama",8.3,666517,111,103,https://www.imdb.com/title/tt0075314/,Taxi Driver (1976),Crime|Drama|Thriller,1046,Taksówkarz,Taxi Driver,1976,1,8,USA,Dramat,2011-1-15,4.0,drama,0,-0.3000000000000007,8
tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977,\N,121,"Action,Adventure,Fantasy",8.6,1156102,260,11,https://www.imdb.com/title/tt0076759/,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,759,Gwiezdne wojny: Część IV - Nowa nadzieja,Star Wars,1977,0,4,USA,"Przygodowy, Sci-Fi",2010-6-1,2.0,"przygodowy, sci-fi",0,-4.6,9
tt0077416,movie,The Deer Hunter,The Deer Hunter,0,1978,\N,183,"Drama,War",8.1,292053,1263,11778,https://www.imdb.com/title/tt0077416/,"Deer Hunter, The (1978)",Drama|War,1045,Łowca jeleni,The Deer Hunter,1978,0,8,"USA, Wielka Brytania","Dramat, Wojenny",2010-6-1,4.0,"drama, war",0,-0.09999999999999964,8
tt0078480,movie,Watership Down,Watership Down,0,1978,\N,91,"Adventure,Animation,Drama",7.6,31797,2138,11837,https://www.imdb.com/title/tt0078480/,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,11558,Wzgórze królików,Watership Down,1978,0,8,"Kanada, Wielka Brytania","Animacja, Dramat, Baśń",2015-10-16,4.0,"animacja, drama, baśń",0,0.40000000000000036,8
tt0078748,movie,Alien,Alien,0,1979,\N,117,"Horror,Sci-Fi",8.4,737062,1214,348,https://www.imdb.com/title/tt0078748/,Alien (1979),Horror|Sci-Fi,980,"Obcy - 8. pasażer ""Nostromo""",Alien,1979,1,10,"USA, Wielka Brytania","Horror, Sci-Fi",2010-6-1,5.0,"horror, sci-fi",0,1.5999999999999996,8
tt0078788,movie,Apocalypse Now,Apocalypse Now,0,1979,\N,147,"Drama,Mystery,War",8.4,566267,1208,28,https://www.imdb.com/title/tt0078788/,Apocalypse Now (1979),Action|Drama|War,1092,Czas Apokalipsy,Apocalypse Now,1979,1,9,USA,"Dramat, Wojenny",2010-6-1,4.5,"drama, war",0,0.5999999999999996,8
tt0079470,movie,Monty Python's Life of Brian,Life of Brian,0,1979,\N,94,Comedy,8.1,344267,1080,583,https://www.imdb.com/title/tt0079470/,Monty Python's Life of Brian (1979),Comedy,1099,Żywot Briana,Life of Brian,1979,1,8,Wielka Brytania,Komedia,2010-6-1,4.0,comedy,0,-0.09999999999999964,8
tt0079817,movie,Rocky II,Rocky II,0,1979,\N,119,"Drama,Sport",7.2,179241,2409,1367,https://www.imdb.com/title/tt0079817/,Rocky II (1979),Action|Drama,9191,Rocky 2,Rocky II,1979,0,8,USA,"Dramat, Sportowy",2010-6-1,4.0,"drama, sportowy",0,0.7999999999999998,7
tt0080360,movie,Altered States,Altered States,0,1980,\N,102,"Horror,Sci-Fi,Thriller",6.9,30172,4713,11542,https://www.imdb.com/title/tt0080360/,Altered States (1980),Drama|Sci-Fi,8280,Odmienne stany świadomości,Altered States,1980,0,8,USA,"Dramat, Horror, Sci-Fi",2016-8-21,4.0,"drama, horror, sci-fi",0,1.0999999999999996,7
tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,\N,124,"Biography,Drama",8.1,205541,2313,1955,https://www.imdb.com/title/tt0080678/,"Elephant Man, The (1980)",Drama,1087,Człowiek słoń,The Elephant Man,1980,0,9,USA,"Biograficzny, Dramat",2010-6-1,4.5,"biographic, drama",0,0.9000000000000004,8
tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy",8.7,1087168,1196,1891,https://www.imdb.com/title/tt0080684/,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,525,Gwiezdne wojny: Część V - Imperium kontratakuje,Star Wars: Episode V - The Empire Strikes Back,1980,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,1.5,"przygodowy, sci-fi",0,-5.699999999999999,9
tt0081505,movie,The Shining,The Shining,0,1980,\N,146,"Drama,Horror",8.4,823572,1258,694,https://www.imdb.com/title/tt0081505/,"Shining, The (1980)",Horror,1020,Lśnienie,The Shining,1980,1,9,"USA, Wielka Brytania",Horror,2010-6-1,4.5,horror,0,0.5999999999999996,8
tt0082176,movie,Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,0,1981,\N,138,"Biography,Drama",7.6,20137,4439,9589,https://www.imdb.com/title/tt0082176/,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,30641,"My, dzieci z dworca Zoo",Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,0,9,RFN,Dramat obyczajowy,2010-8-3,4.5,dramat obyczajowy,0,1.4000000000000004,8
tt0082186,movie,Clash of the Titans,Clash of the Titans,0,1981,\N,118,"Action,Adventure,Family",6.9,38507,5540,10323,https://www.imdb.com/title/tt0082186/,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,32071,Zmierzch tytanów,Clash of the Titans,1981,0,6,USA,"Fantasy, Przygodowy",2019-6-14,3.0,"fantasy, przygodowy",0,-0.9000000000000004,7
tt0082869,movie,Outland,Outland,0,1981,\N,109,"Action,Crime,Sci-Fi",6.6,25590,4443,10540,https://www.imdb.com/title/tt0082869/,Outland (1981),Action|Sci-Fi|Thriller,8277,Odległy ląd,Outland,1981,0,5,Wielka Brytania,"Sensacyjny, Sci-Fi",2018-10-9,2.5,"sensacyjny, sci-fi",0,-1.5999999999999996,7
tt0082971,movie,Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure",8.4,834112,1198,85,https://www.imdb.com/title/tt0082971/,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,1216,Poszukiwacze zaginionej Arki,Raiders of the Lost Ark,1981,0,8,USA,Przygodowy,2010-6-1,4.0,przygodowy,0,-0.40000000000000036,8
tt0083658,movie,Blade Runner,Blade Runner,0,1982,\N,117,"Action,Sci-Fi,Thriller",8.1,648497,541,78,https://www.imdb.com/title/tt0083658/,Blade Runner (1982),Action|Sci-Fi|Thriller,734,Łowca androidów,Blade Runner,1982,1,9,"Hongkong, USA, Wielka Brytania","Thriller, Sci-Fi",2010-6-1,4.5,"thriller, sci-fi",0,0.9000000000000004,8
tt0083907,movie,The Evil Dead,The Evil Dead,0,1981,\N,85,Horror,7.5,175270,4105,764,https://www.imdb.com/title/tt0083907/,"Evil Dead, The (1981)",Fantasy|Horror|Thriller,30709,Martwe zło,The Evil Dead,1981,0,7,USA,Horror,2014-7-4,3.5,horror,0,-0.5,8
tt0083944,movie,First Blood,First Blood,0,1982,\N,93,"Action,Adventure",7.7,212127,2403,1368,https://www.imdb.com/title/tt0083944/,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,9063,Rambo: Pierwsza krew,First Blood,1982,0,9,USA,"Dramat, Akcja",2010-6-1,4.5,"drama, action",0,1.2999999999999998,8
tt0084787,movie,The Thing,The Thing,0,1982,\N,109,"Horror,Mystery,Sci-Fi",8.1,343777,2288,1091,https://www.imdb.com/title/tt0084787/,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,4713,Coś,The Thing,1982,0,8,USA,"Horror, Sci-Fi",2010-6-9,4.0,"horror, sci-fi",0,-0.09999999999999964,8
tt0085794,movie,The King of Comedy,The King of Comedy,0,1982,\N,109,"Comedy,Crime,Drama",7.8,76189,6001,262,https://www.imdb.com/title/tt0085794/,"King of Comedy, The (1983)",Comedy|Drama,6876,Król komedii,The King of Comedy,1982,0,9,USA,"Dramat, Komedia",2019-10-20,4.5,"drama, comedy",0,1.2000000000000002,8
tt0085959,movie,The Meaning of Life,The Meaning of Life,0,1983,\N,107,"Comedy,Musical",7.6,107623,6807,4543,https://www.imdb.com/title/tt0085959/,Monty Python's The Meaning of Life (1983),Comedy,1100,Sens życia wg Monty Pythona,The Meaning of Life,1983,0,7,Wielka Brytania,Komedia,2010-6-1,3.5,comedy,0,-0.5999999999999996,8
tt0086154,movie,Psycho II,Psycho II,0,1983,\N,113,"Crime,Horror,Mystery",6.5,22023,2902,10576,https://www.imdb.com/title/tt0086154/,Psycho II (1983),Horror|Mystery|Thriller,8977,Psychoza II,Psycho II,1983,0,4,USA,Thriller,2017-4-3,2.0,thriller,0,-2.5,6
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy",8.3,890439,1210,1892,https://www.imdb.com/title/tt0086190/,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,547,Gwiezdne wojny: Część VI - Powrót Jedi,Star Wars: Episode VI - Return of the Jedi,1983,0,3,USA,"Przygodowy, Sci-Fi",2010-6-1,1.5,"przygodowy, sci-fi",0,-5.300000000000001,8
tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama",8.3,686455,4262,111,https://www.imdb.com/title/tt0086250/,Scarface (1983),Action|Crime|Drama,4833,Człowiek z blizną,Scarface,1983,1,8,USA,"Dramat, Gangsterski",2010-6-1,4.0,"drama, gangsterski",0,-0.3000000000000007,8
tt0086425,movie,Terms of Endearment,Terms of Endearment,0,1983,\N,132,"Comedy,Drama",7.4,50961,1958,11050,https://www.imdb.com/title/tt0086425/,Terms of Endearment (1983),Comedy|Drama,1022,Czułe słówka,Terms of Endearment,1983,0,8,USA,"Dramat, Komedia, Romans",2016-10-20,4.0,"drama, comedy, romance",0,0.5999999999999996,7
tt0086491,movie,Twilight Zone: The Movie,Twilight Zone: The Movie,0,1983,\N,101,"Horror,Sci-Fi",6.5,31137,26492,15301,https://www.imdb.com/title/tt0086491/,Twilight Zone: The Movie (1983),Fantasy|Horror|Sci-Fi|Thriller,9829,Strefa mroku,Twilight Zone: The Movie,1983,0,5,USA,"Horror, Nowele filmowe",2016-10-10,2.5,"horror, nowele filmowe",0,-1.5,6
tt0086541,movie,Videodrome,Videodrome,0,1983,\N,87,"Horror,Sci-Fi,Thriller",7.3,77228,6774,837,https://www.imdb.com/title/tt0086541/,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,11456,Wideodrom,Videodrome,1983,0,6,Kanada,"Thriller, Sci-Fi",2016-12-9,3.0,"thriller, sci-fi",0,-1.2999999999999998,7
tt0087469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,\N,118,"Action,Adventure",7.6,418327,2115,87,https://www.imdb.com/title/tt0087469/,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1214,Indiana Jones i Świątynia Zagłady,Indiana Jones and the Temple of Doom,1984,0,7,USA,Przygodowy,2010-6-1,3.5,przygodowy,0,-0.5999999999999996,8
tt0088247,movie,The Terminator,The Terminator,0,1984,\N,107,"Action,Sci-Fi",8.0,755479,1240,218,https://www.imdb.com/title/tt0088247/,"Terminator, The (1984)",Action|Sci-Fi|Thriller,995,Terminator,The Terminator,1984,0,9,"USA, Wielka Brytania","Akcja, Sci-Fi",2010-6-1,4.5,"action, sci-fi",0,1.0,8
tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi",8.5,970814,1270,105,https://www.imdb.com/title/tt0088763/,Back to the Future (1985),Adventure|Comedy|Sci-Fi,8823,Powrót do przyszłości,Back to the Future,1985,0,6,USA,"Komedia, Przygodowy, Sci-Fi",2010-6-1,3.0,"comedy, przygodowy, sci-fi",0,-2.5,8
tt0088889,movie,Cat's Eye,Cat's Eye,0,1985,\N,94,"Comedy,Horror,Thriller",6.3,21502,2787,10552,https://www.imdb.com/title/tt0088889/,Cat's Eye (1985),Horror,4475,Oko kota,Cat's Eye,1985,0,7,USA,"Horror, Komedia, Nowele filmowe",2017-9-9,3.5,"horror, comedy, nowele filmowe",0,0.7000000000000002,6
tt0090605,movie,Aliens,Aliens,0,1986,\N,137,"Action,Adventure,Sci-Fi",8.4,616923,1200,679,https://www.imdb.com/title/tt0090605/,Aliens (1986),Action|Adventure|Horror|Sci-Fi,994,Obcy - decydujące starcie,Aliens,1986,0,6,USA,"Horror, Sci-Fi",2010-6-1,3.0,"horror, sci-fi",0,-2.4000000000000004,8
tt0090728,movie,Big Trouble in Little China,Big Trouble in Little China,0,1986,\N,99,"Action,Adventure,Comedy",7.3,116149,3740,6978,https://www.imdb.com/title/tt0090728/,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,4185,Wielka draka w chińskiej dzielnicy,Big Trouble in Little China,1986,0,9,USA,"Fantasy, Komedia, Akcja",2013-4-24,4.5,"fantasy, comedy, action",0,1.7000000000000002,7
tt0090967,movie,Down by Law,Down by Law,0,1986,\N,107,"Comedy,Crime,Drama",7.8,44697,1273,1554,https://www.imdb.com/title/tt0090967/,Down by Law (1986),Comedy|Drama|Film-Noir,5176,Poza prawem,Down by Law,1986,0,6,"USA, RFN","Dramat, Komedia kryminalna",2018-4-6,3.0,"drama, komedia kryminalna",0,-1.7999999999999998,8
tt0091203,movie,Highlander,Highlander,0,1986,\N,116,"Action,Adventure,Fantasy",7.1,115477,1275,8009,https://www.imdb.com/title/tt0091203/,Highlander (1986),Action|Adventure|Fantasy,1305,Nieśmiertelny,Highlander,1986,1,10,"USA, Wielka Brytania",Fantasy,2010-6-1,5.0,fantasy,0,2.9000000000000004,7
tt0091605,movie,The Name of the Rose,Der Name der Rose,0,1986,\N,130,"Crime,Drama,Mystery",7.7,96273,2467,192,https://www.imdb.com/title/tt0091605/,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,1319,Imię róży,Der Name der Rose,1986,1,9,"Francja, Włochy, RFN",Kryminał,2010-6-1,4.5,crime,0,1.2999999999999998,8
tt0091799,movie,Psycho III,Psycho III,0,1986,\N,93,"Horror,Mystery,Thriller",5.4,12064,2903,12662,https://www.imdb.com/title/tt0091799/,Psycho III (1986),Horror|Thriller,8978,Psychoza III,Psycho III,1986,0,3,USA,Thriller,2017-4-3,1.5,thriller,0,-2.4000000000000004,5
tt0092618,movie,Barfly,Barfly,0,1987,\N,100,"Comedy,Drama,Romance",7.2,17690,4082,10937,https://www.imdb.com/title/tt0092618/,Barfly (1987),Comedy|Drama|Romance,4056,Ćma barowa,Barfly,1987,0,6,USA,Dramat obyczajowy,2014-5-10,3.0,dramat obyczajowy,0,-1.2000000000000002,7
tt0092965,movie,Empire of the Sun,Empire of the Sun,0,1987,\N,153,"Drama,History,War",7.8,108418,4103,10110,https://www.imdb.com/title/tt0092965/,Empire of the Sun (1987),Action|Adventure|Drama|War,1221,Imperium Słońca,Empire of the Sun,1987,0,6,USA,"Dramat, Wojenny",2010-6-1,3.0,"drama, war",0,-1.7999999999999998,8
tt0092991,movie,Evil Dead II,Evil Dead II,0,1987,\N,84,"Comedy,Horror",7.8,139754,1261,765,https://www.imdb.com/title/tt0092991/,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,30710,Martwe zło 2,Evil Dead II,1987,0,7,USA,"Horror, Komedia",2014-7-3,3.5,"horror, comedy",0,-0.7999999999999998,8
tt0093058,movie,Full Metal Jacket,Full Metal Jacket,0,1987,\N,116,"Drama,War",8.3,630072,1222,600,https://www.imdb.com/title/tt0093058/,Full Metal Jacket (1987),Drama|War,8625,Pełny magazynek,Full Metal Jacket,1987,1,9,"USA, Wielka Brytania","Dramat, Wojenny",2010-8-28,4.5,"drama, war",0,0.6999999999999993,8
tt0093177,movie,Hellraiser,Hellraiser,0,1987,\N,94,"Horror,Thriller",7.0,95715,3917,9003,https://www.imdb.com/title/tt0093177/,Hellraiser (1987),Horror,31326,Hellraiser: Wysłannik piekieł,Hellraiser,1987,0,7,Wielka Brytania,Horror,2019-7-25,3.5,horror,0,0.0,7
tt0093894,movie,The Running Man,The Running Man,0,1987,\N,101,"Action,Sci-Fi,Thriller",6.7,134168,3698,865,https://www.imdb.com/title/tt0093894/,"Running Man, The (1987)",Action|Sci-Fi,11312,Uciekinier,The Running Man,1987,0,8,USA,"Akcja, Sci-Fi",2019-9-18,4.0,"action, sci-fi",0,1.2999999999999998,7
tt0095016,movie,Die Hard,Die Hard,0,1988,\N,132,"Action,Thriller",8.2,739477,1036,562,https://www.imdb.com/title/tt0095016/,Die Hard (1988),Action|Crime|Thriller,1270,Szklana pułapka,Die Hard,1988,0,8,USA,Sensacyjny,2010-6-1,4.0,sensacyjny,0,-0.1999999999999993,8
